"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","FR","France",0.001456530,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","HR","Croatia",0.020876670,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","HU","Hungary",0.214712780,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","IL","Israel",-,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","IT","Italy",0.087731100,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","ME","Montenegro",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","MK","North Macedonia",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","PT","Portugal",0.007784570,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","RO","Romania",0.160816610,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","RS","Serbia",0.352918470,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","RU","Russia",-,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2015","XK","Kosovo",-,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","AL","Albania",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","AT","Austria",0.055738950,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","BG","Bulgaria",0.024133880,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","CY","Cyprus",0.127988260,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","DK","Denmark",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Age standardised rate","N/100000","2016","EG","Egypt",0.001609380,""
