borne_id,lat,lon,name,city
HYR-048,43.09849,6.12816,Borne Hyeres #48,Hyeres
HYR-049,43.14979,6.14291,Borne Hyeres #49,Hyeres
HYR-050,43.14841,6.17608,Borne Hyeres #50,Hyeres
HYR-051,43.09563,6.16207,Borne Hyeres #51,Hyeres
HYR-052,43.13249,6.1437,Borne Hyeres #52,Hyeres
HYR-053,43.10968,6.1541,Borne Hyeres #53,Hyeres
HYR-054,43.10114,6.13348,Borne Hyeres #54,Hyeres
HYR-055,43.11995,6.18538,Borne Hyeres #55,Hyeres
HYR-056,43.14317,6.11634,Borne Hyeres #56,Hyeres
HYR-057,43.12253,6.10787,Borne Hyeres #57,Hyeres
HYR-058,43.14519,6.17705,Borne Hyeres #58,Hyeres
HYR-059,43.11141,6.15389,Borne Hyeres #59,Hyeres
HYR-060,43.12849,6.10528,Borne Hyeres #60,Hyeres
HYR-061,43.13694,6.14394,Borne Hyeres #61,Hyeres
HYR-062,43.13782,6.14304,Borne Hyeres #62,Hyeres
HYR-063,43.09503,6.12242,Borne Hyeres #63,Hyeres
HYR-064,43.09607,6.18291,Borne Hyeres #64,Hyeres
HYR-065,43.14333,6.17317,Borne Hyeres #65,Hyeres
HYR-066,43.11191,6.09579,Borne Hyeres #66,Hyeres
HYR-067,43.14329,6.18469,Borne Hyeres #67,Hyeres
HYR-068,43.09971,6.1386,Borne Hyeres #68,Hyeres
HYR-069,43.09881,6.16606,Borne Hyeres #69,Hyeres
HYR-070,43.13712,6.10284,Borne Hyeres #70,Hyeres
HYR-071,43.12114,6.14498,Borne Hyeres #71,Hyeres
HYR-072,43.10958,6.17724,Borne Hyeres #72,Hyeres
HYR-073,43.11827,6.11118,Borne Hyeres #73,Hyeres
HYR-074,43.12466,6.16299,Borne Hyeres #74,Hyeres
HYR-075,43.10606,6.12117,Borne Hyeres #75,Hyeres
HYR-076,43.14973,6.15499,Borne Hyeres #76,Hyeres
HYR-077,43.1191,6.14176,Borne Hyeres #77,Hyeres
HYR-078,43.10166,6.11247,Borne Hyeres #78,Hyeres
HYR-079,43.11359,6.14883,Borne Hyeres #79,Hyeres
HYR-080,43.10766,6.11202,Borne Hyeres #80,Hyeres
HYR-081,43.0989,6.15311,Borne Hyeres #81,Hyeres
HYR-082,43.10759,6.18054,Borne Hyeres #82,Hyeres
HYR-083,43.14228,6.09709,Borne Hyeres #83,Hyeres
HYR-084,43.10809,6.1569,Borne Hyeres #84,Hyeres
HYR-085,43.10678,6.10323,Borne Hyeres #85,Hyeres
HYR-086,43.14645,6.1471,Borne Hyeres #86,Hyeres
HYR-087,43.121,6.16846,Borne Hyeres #87,Hyeres
HYR-088,43.13941,6.10904,Borne Hyeres #88,Hyeres
HYR-089,43.10033,6.13311,Borne Hyeres #89,Hyeres
HYR-090,43.1183,6.1367,Borne Hyeres #90,Hyeres
HYR-091,43.1351,6.15734,Borne Hyeres #91,Hyeres
HYR-092,43.14913,6.09984,Borne Hyeres #92,Hyeres
HYR-093,43.11714,6.12393,Borne Hyeres #93,Hyeres
HYR-094,43.14239,6.11487,Borne Hyeres #94,Hyeres
HYR-095,43.10546,6.13486,Borne Hyeres #95,Hyeres
HYR-096,43.1182,6.11785,Borne Hyeres #96,Hyeres
HYR-097,43.10874,6.18233,Borne Hyeres #97,Hyeres
HYR-098,43.11937,6.17613,Borne Hyeres #98,Hyeres
HYR-099,43.12527,6.09506,Borne Hyeres #99,Hyeres
HYR-100,43.14996,6.1736,Borne Hyeres #100,Hyeres
HYR-101,43.14829,6.18264,Borne Hyeres #101,Hyeres
HYR-102,43.14168,6.10663,Borne Hyeres #102,Hyeres
HYR-103,43.12171,6.11137,Borne Hyeres #103,Hyeres
HYR-104,43.11706,6.09586,Borne Hyeres #104,Hyeres
HYR-105,43.11584,6.18853,Borne Hyeres #105,Hyeres
HYR-106,43.10959,6.16841,Borne Hyeres #106,Hyeres
HYR-107,43.12003,6.1323,Borne Hyeres #107,Hyeres
HYR-108,43.14765,6.18954,Borne Hyeres #108,Hyeres
HYR-109,43.12557,6.16184,Borne Hyeres #109,Hyeres
HYR-110,43.10351,6.11967,Borne Hyeres #110,Hyeres
HYR-111,43.14828,6.14792,Borne Hyeres #111,Hyeres
HYR-112,43.12482,6.1648,Borne Hyeres #112,Hyeres
HYR-113,43.09814,6.14842,Borne Hyeres #113,Hyeres
HYR-114,43.12266,6.17527,Borne Hyeres #114,Hyeres
HYR-115,43.10366,6.18608,Borne Hyeres #115,Hyeres
HYR-116,43.09941,6.10858,Borne Hyeres #116,Hyeres
HYR-117,43.12773,6.15752,Borne Hyeres #117,Hyeres
HYR-118,43.10794,6.10199,Borne Hyeres #118,Hyeres
HYR-119,43.14397,6.11462,Borne Hyeres #119,Hyeres
HYR-120,43.1277,6.15194,Borne Hyeres #120,Hyeres
HYR-121,43.11806,6.14837,Borne Hyeres #121,Hyeres
HYR-122,43.12375,6.18347,Borne Hyeres #122,Hyeres
HYR-123,43.10623,6.16162,Borne Hyeres #123,Hyeres
HYR-124,43.10813,6.12958,Borne Hyeres #124,Hyeres
HYR-125,43.13194,6.12,Borne Hyeres #125,Hyeres
HYR-126,43.11239,6.16519,Borne Hyeres #126,Hyeres
HYR-127,43.09899,6.13583,Borne Hyeres #127,Hyeres
HYR-128,43.14991,6.18961,Borne Hyeres #128,Hyeres
HYR-129,43.09903,6.11132,Borne Hyeres #129,Hyeres
HYR-130,43.10959,6.18333,Borne Hyeres #130,Hyeres
HYR-131,43.14345,6.17793,Borne Hyeres #131,Hyeres
HYR-132,43.11532,6.10577,Borne Hyeres #132,Hyeres
HYR-133,43.14086,6.16035,Borne Hyeres #133,Hyeres
HYR-134,43.12864,6.18872,Borne Hyeres #134,Hyeres
HYR-135,43.13097,6.09078,Borne Hyeres #135,Hyeres
HYR-136,43.13994,6.11994,Borne Hyeres #136,Hyeres
HYR-137,43.13149,6.18389,Borne Hyeres #137,Hyeres
HYR-138,43.10239,6.10154,Borne Hyeres #138,Hyeres
HYR-139,43.10089,6.14532,Borne Hyeres #139,Hyeres
HYR-140,43.10998,6.15048,Borne Hyeres #140,Hyeres
HYR-141,43.13447,6.11036,Borne Hyeres #141,Hyeres
HYR-142,43.12988,6.1164,Borne Hyeres #142,Hyeres
HYR-143,43.12187,6.18053,Borne Hyeres #143,Hyeres
HYR-144,43.14154,6.09923,Borne Hyeres #144,Hyeres
HYR-145,43.1183,6.11767,Borne Hyeres #145,Hyeres
HYR-146,43.0952,6.16711,Borne Hyeres #146,Hyeres
HYR-147,43.13004,6.1162,Borne Hyeres #147,Hyeres
HYR-148,43.13577,6.14517,Borne Hyeres #148,Hyeres
HYR-149,43.11852,6.09097,Borne Hyeres #149,Hyeres
HYR-150,43.09914,6.17831,Borne Hyeres #150,Hyeres
HYR-151,43.14472,6.14456,Borne Hyeres #151,Hyeres
HYR-152,43.1409,6.14825,Borne Hyeres #152,Hyeres
HYR-153,43.10315,6.10274,Borne Hyeres #153,Hyeres
HYR-154,43.11195,6.1799,Borne Hyeres #154,Hyeres
HYR-155,43.13879,6.17607,Borne Hyeres #155,Hyeres
HYR-156,43.14444,6.11101,Borne Hyeres #156,Hyeres
HYR-157,43.10872,6.10028,Borne Hyeres #157,Hyeres
HYR-158,43.13791,6.17841,Borne Hyeres #158,Hyeres
HYR-159,43.11735,6.15207,Borne Hyeres #159,Hyeres
HYR-160,43.1035,6.18299,Borne Hyeres #160,Hyeres
HYR-161,43.14255,6.18762,Borne Hyeres #161,Hyeres
HYR-162,43.13959,6.17814,Borne Hyeres #162,Hyeres
HYR-163,43.09636,6.16366,Borne Hyeres #163,Hyeres
HYR-164,43.11327,6.18308,Borne Hyeres #164,Hyeres
HYR-165,43.13912,6.17641,Borne Hyeres #165,Hyeres
HYR-166,43.13959,6.11668,Borne Hyeres #166,Hyeres
HYR-167,43.13831,6.10081,Borne Hyeres #167,Hyeres
HYR-168,43.14297,6.17586,Borne Hyeres #168,Hyeres
HYR-169,43.10723,6.17166,Borne Hyeres #169,Hyeres
HYR-170,43.12032,6.12052,Borne Hyeres #170,Hyeres
HYR-171,43.13874,6.11276,Borne Hyeres #171,Hyeres
HYR-172,43.0963,6.10931,Borne Hyeres #172,Hyeres
HYR-173,43.11305,6.17644,Borne Hyeres #173,Hyeres
HYR-174,43.14818,6.11791,Borne Hyeres #174,Hyeres
HYR-175,43.13028,6.12997,Borne Hyeres #175,Hyeres
HYR-176,43.14896,6.14362,Borne Hyeres #176,Hyeres
HYR-177,43.14666,6.10153,Borne Hyeres #177,Hyeres
HYR-178,43.14837,6.10786,Borne Hyeres #178,Hyeres
HYR-179,43.14794,6.11655,Borne Hyeres #179,Hyeres
HYR-180,43.10096,6.13346,Borne Hyeres #180,Hyeres
HYR-181,43.13507,6.12137,Borne Hyeres #181,Hyeres
HYR-182,43.12834,6.14114,Borne Hyeres #182,Hyeres
HYR-183,43.11619,6.14766,Borne Hyeres #183,Hyeres
HYR-184,43.10901,6.16088,Borne Hyeres #184,Hyeres
HYR-185,43.09509,6.18256,Borne Hyeres #185,Hyeres
HYR-186,43.12461,6.16194,Borne Hyeres #186,Hyeres
HYR-187,43.13581,6.15706,Borne Hyeres #187,Hyeres
HYR-188,43.11503,6.097,Borne Hyeres #188,Hyeres
HYR-189,43.13153,6.12302,Borne Hyeres #189,Hyeres
HYR-190,43.11227,6.1748,Borne Hyeres #190,Hyeres
HYR-191,43.13459,6.12003,Borne Hyeres #191,Hyeres
HYR-192,43.11201,6.13084,Borne Hyeres #192,Hyeres
HYR-193,43.11713,6.11957,Borne Hyeres #193,Hyeres
HYR-194,43.102,6.13204,Borne Hyeres #194,Hyeres
HYR-195,43.14672,6.15773,Borne Hyeres #195,Hyeres
HYR-196,43.14465,6.15155,Borne Hyeres #196,Hyeres
HYR-197,43.11155,6.14479,Borne Hyeres #197,Hyeres
HYR-198,43.09502,6.11869,Borne Hyeres #198,Hyeres
HYR-199,43.11864,6.148,Borne Hyeres #199,Hyeres
HYR-200,43.13101,6.1365,Borne Hyeres #200,Hyeres
HYR-201,43.11932,6.11137,Borne Hyeres #201,Hyeres
HYR-202,43.12103,6.18012,Borne Hyeres #202,Hyeres
HYR-203,43.13878,6.10697,Borne Hyeres #203,Hyeres
HYR-204,43.09966,6.14155,Borne Hyeres #204,Hyeres
HYR-205,43.12981,6.12352,Borne Hyeres #205,Hyeres
HYR-206,43.14001,6.16511,Borne Hyeres #206,Hyeres
HYR-207,43.132,6.11246,Borne Hyeres #207,Hyeres
HYR-208,43.10595,6.09244,Borne Hyeres #208,Hyeres
HYR-209,43.10847,6.13751,Borne Hyeres #209,Hyeres
HYR-210,43.14174,6.09728,Borne Hyeres #210,Hyeres
HYR-211,43.11779,6.15298,Borne Hyeres #211,Hyeres
HYR-212,43.10569,6.15964,Borne Hyeres #212,Hyeres
HYR-213,43.12219,6.1144,Borne Hyeres #213,Hyeres
HYR-214,43.13108,6.09055,Borne Hyeres #214,Hyeres
HYR-215,43.1363,6.167,Borne Hyeres #215,Hyeres
HYR-216,43.10086,6.13251,Borne Hyeres #216,Hyeres
HYR-217,43.10467,6.1858,Borne Hyeres #217,Hyeres
HYR-218,43.12349,6.09502,Borne Hyeres #218,Hyeres
HYR-219,43.10871,6.17483,Borne Hyeres #219,Hyeres
HYR-220,43.12011,6.17014,Borne Hyeres #220,Hyeres
HYR-221,43.13172,6.18879,Borne Hyeres #221,Hyeres
HYR-222,43.12775,6.185,Borne Hyeres #222,Hyeres
HYR-223,43.14403,6.15127,Borne Hyeres #223,Hyeres
HYR-224,43.13456,6.14048,Borne Hyeres #224,Hyeres
HYR-225,43.14068,6.14479,Borne Hyeres #225,Hyeres
HYR-226,43.14435,6.16437,Borne Hyeres #226,Hyeres
HYR-227,43.12111,6.11592,Borne Hyeres #227,Hyeres
HYR-228,43.1086,6.15377,Borne Hyeres #228,Hyeres
HYR-229,43.13712,6.14213,Borne Hyeres #229,Hyeres
HYR-230,43.12947,6.11746,Borne Hyeres #230,Hyeres
HYR-231,43.09926,6.11857,Borne Hyeres #231,Hyeres
HYR-232,43.10994,6.12197,Borne Hyeres #232,Hyeres
HYR-233,43.12471,6.10384,Borne Hyeres #233,Hyeres
HYR-234,43.10772,6.15939,Borne Hyeres #234,Hyeres
HYR-235,43.13385,6.09642,Borne Hyeres #235,Hyeres
HYR-236,43.11742,6.14426,Borne Hyeres #236,Hyeres
HYR-237,43.11787,6.11068,Borne Hyeres #237,Hyeres
HYR-238,43.11811,6.18048,Borne Hyeres #238,Hyeres
HYR-239,43.12712,6.15955,Borne Hyeres #239,Hyeres
HYR-240,43.14212,6.16656,Borne Hyeres #240,Hyeres
HYR-241,43.11592,6.09059,Borne Hyeres #241,Hyeres
HYR-242,43.11435,6.16535,Borne Hyeres #242,Hyeres
HYR-243,43.14194,6.18534,Borne Hyeres #243,Hyeres
HYR-244,43.11805,6.16475,Borne Hyeres #244,Hyeres
HYR-245,43.12504,6.15033,Borne Hyeres #245,Hyeres
HYR-246,43.10713,6.11194,Borne Hyeres #246,Hyeres
HYR-247,43.11897,6.0929,Borne Hyeres #247,Hyeres
HYR-248,43.11349,6.15791,Borne Hyeres #248,Hyeres
HYR-249,43.11724,6.1065,Borne Hyeres #249,Hyeres
HYR-250,43.12071,6.10276,Borne Hyeres #250,Hyeres
HYR-251,43.12922,6.0927,Borne Hyeres #251,Hyeres
HYR-252,43.11667,6.14644,Borne Hyeres #252,Hyeres
HYR-253,43.09649,6.15427,Borne Hyeres #253,Hyeres
HYR-254,43.10246,6.13617,Borne Hyeres #254,Hyeres
HYR-255,43.09777,6.12791,Borne Hyeres #255,Hyeres
HYR-256,43.10664,6.12268,Borne Hyeres #256,Hyeres
HYR-257,43.13687,6.12791,Borne Hyeres #257,Hyeres
HYR-258,43.13636,6.17319,Borne Hyeres #258,Hyeres
HYR-259,43.10887,6.09819,Borne Hyeres #259,Hyeres
HYR-260,43.09607,6.14394,Borne Hyeres #260,Hyeres
HYR-261,43.14999,6.125,Borne Hyeres #261,Hyeres
HYR-262,43.13076,6.16812,Borne Hyeres #262,Hyeres
HYR-263,43.13085,6.16542,Borne Hyeres #263,Hyeres
HYR-264,43.14723,6.10994,Borne Hyeres #264,Hyeres
HYR-265,43.09612,6.10524,Borne Hyeres #265,Hyeres
HYR-266,43.10194,6.15695,Borne Hyeres #266,Hyeres
HYR-267,43.12602,6.1118,Borne Hyeres #267,Hyeres
HYR-268,43.13347,6.16669,Borne Hyeres #268,Hyeres
HYR-269,43.10423,6.15072,Borne Hyeres #269,Hyeres
HYR-270,43.13614,6.10145,Borne Hyeres #270,Hyeres
HYR-271,43.14006,6.18647,Borne Hyeres #271,Hyeres
HYR-272,43.10095,6.09257,Borne Hyeres #272,Hyeres
HYR-273,43.11216,6.15773,Borne Hyeres #273,Hyeres
HYR-274,43.1477,6.12967,Borne Hyeres #274,Hyeres
HYR-275,43.13433,6.0976,Borne Hyeres #275,Hyeres
HYR-276,43.13298,6.15272,Borne Hyeres #276,Hyeres
HYR-277,43.1006,6.16725,Borne Hyeres #277,Hyeres
HYR-278,43.14177,6.15004,Borne Hyeres #278,Hyeres
HYR-279,43.10166,6.18838,Borne Hyeres #279,Hyeres
HYR-280,43.13804,6.12472,Borne Hyeres #280,Hyeres
HYR-281,43.11856,6.12706,Borne Hyeres #281,Hyeres
HYR-282,43.12283,6.12412,Borne Hyeres #282,Hyeres
HYR-283,43.14173,6.17223,Borne Hyeres #283,Hyeres
HYR-284,43.1008,6.18608,Borne Hyeres #284,Hyeres
HYR-285,43.12996,6.17287,Borne Hyeres #285,Hyeres
HYR-286,43.1339,6.13355,Borne Hyeres #286,Hyeres
HYR-287,43.13536,6.18655,Borne Hyeres #287,Hyeres
HYR-288,43.10985,6.17082,Borne Hyeres #288,Hyeres
HYR-289,43.1246,6.13835,Borne Hyeres #289,Hyeres
HYR-290,43.11896,6.1631,Borne Hyeres #290,Hyeres
HYR-291,43.10976,6.17517,Borne Hyeres #291,Hyeres
HYR-292,43.14069,6.09867,Borne Hyeres #292,Hyeres
HYR-293,43.14349,6.11439,Borne Hyeres #293,Hyeres
HYR-294,43.12056,6.15103,Borne Hyeres #294,Hyeres
HYR-295,43.11584,6.09287,Borne Hyeres #295,Hyeres
HYR-296,43.1418,6.10818,Borne Hyeres #296,Hyeres
HYR-297,43.10667,6.16978,Borne Hyeres #297,Hyeres
HYR-298,43.11372,6.17803,Borne Hyeres #298,Hyeres
HYR-299,43.13357,6.11763,Borne Hyeres #299,Hyeres
HYR-300,43.09556,6.18481,Borne Hyeres #300,Hyeres
HYR-301,43.09971,6.16201,Borne Hyeres #301,Hyeres
HYR-302,43.12187,6.16582,Borne Hyeres #302,Hyeres
HYR-303,43.13298,6.15459,Borne Hyeres #303,Hyeres
HYR-304,43.122,6.16929,Borne Hyeres #304,Hyeres
HYR-305,43.10012,6.11216,Borne Hyeres #305,Hyeres
HYR-306,43.13305,6.12062,Borne Hyeres #306,Hyeres
HYR-307,43.12699,6.13733,Borne Hyeres #307,Hyeres
HYR-308,43.1242,6.13255,Borne Hyeres #308,Hyeres
HYR-309,43.13603,6.12308,Borne Hyeres #309,Hyeres
HYR-310,43.13366,6.11709,Borne Hyeres #310,Hyeres
HYR-311,43.10883,6.10207,Borne Hyeres #311,Hyeres
HYR-312,43.10559,6.10196,Borne Hyeres #312,Hyeres
HYR-313,43.12447,6.16622,Borne Hyeres #313,Hyeres
HYR-314,43.10518,6.11164,Borne Hyeres #314,Hyeres
HYR-315,43.12163,6.16246,Borne Hyeres #315,Hyeres
HYR-316,43.14871,6.14246,Borne Hyeres #316,Hyeres
HYR-317,43.11056,6.10005,Borne Hyeres #317,Hyeres
HYR-318,43.10568,6.11275,Borne Hyeres #318,Hyeres
HYR-319,43.10487,6.09141,Borne Hyeres #319,Hyeres
HYR-320,43.12438,6.11743,Borne Hyeres #320,Hyeres
HYR-321,43.14859,6.14534,Borne Hyeres #321,Hyeres
HYR-322,43.13336,6.10263,Borne Hyeres #322,Hyeres
HYR-323,43.14277,6.13909,Borne Hyeres #323,Hyeres
HYR-324,43.143,6.14741,Borne Hyeres #324,Hyeres
HYR-325,43.12082,6.13405,Borne Hyeres #325,Hyeres
HYR-326,43.10514,6.09514,Borne Hyeres #326,Hyeres
HYR-327,43.14676,6.13777,Borne Hyeres #327,Hyeres
HYR-328,43.14022,6.13007,Borne Hyeres #328,Hyeres
HYR-329,43.09907,6.15294,Borne Hyeres #329,Hyeres
HYR-330,43.09795,6.10492,Borne Hyeres #330,Hyeres
HYR-331,43.12596,6.12038,Borne Hyeres #331,Hyeres
HYR-332,43.14967,6.10185,Borne Hyeres #332,Hyeres
HYR-333,43.13704,6.15063,Borne Hyeres #333,Hyeres
HYR-334,43.13849,6.11257,Borne Hyeres #334,Hyeres
HYR-335,43.12374,6.13505,Borne Hyeres #335,Hyeres
HYR-336,43.11935,6.17602,Borne Hyeres #336,Hyeres
HYR-337,43.14945,6.12054,Borne Hyeres #337,Hyeres
HYR-338,43.12916,6.15096,Borne Hyeres #338,Hyeres
HYR-339,43.1357,6.18476,Borne Hyeres #339,Hyeres
HYR-340,43.10643,6.1111,Borne Hyeres #340,Hyeres
HYR-341,43.13132,6.10571,Borne Hyeres #341,Hyeres
HYR-342,43.10456,6.09751,Borne Hyeres #342,Hyeres
HYR-343,43.09515,6.13505,Borne Hyeres #343,Hyeres
HYR-344,43.12766,6.11913,Borne Hyeres #344,Hyeres
HYR-345,43.10773,6.1607,Borne Hyeres #345,Hyeres
HYR-346,43.13366,6.1354,Borne Hyeres #346,Hyeres
HYR-347,43.13281,6.18239,Borne Hyeres #347,Hyeres
HYR-348,43.13833,6.15251,Borne Hyeres #348,Hyeres
HYR-349,43.13137,6.18337,Borne Hyeres #349,Hyeres
HYR-350,43.11838,6.14446,Borne Hyeres #350,Hyeres
HYR-351,43.13062,6.18084,Borne Hyeres #351,Hyeres
HYR-352,43.14046,6.09714,Borne Hyeres #352,Hyeres
HYR-353,43.10413,6.12076,Borne Hyeres #353,Hyeres
HYR-354,43.13619,6.14692,Borne Hyeres #354,Hyeres
HYR-355,43.11087,6.10244,Borne Hyeres #355,Hyeres
HYR-356,43.13288,6.15997,Borne Hyeres #356,Hyeres
HYR-357,43.14685,6.14005,Borne Hyeres #357,Hyeres
HYR-358,43.12216,6.09804,Borne Hyeres #358,Hyeres
HYR-359,43.09719,6.1332,Borne Hyeres #359,Hyeres
HYR-360,43.11273,6.11504,Borne Hyeres #360,Hyeres
HYR-361,43.10002,6.18619,Borne Hyeres #361,Hyeres
HYR-362,43.14098,6.14752,Borne Hyeres #362,Hyeres
HYR-363,43.14729,6.18996,Borne Hyeres #363,Hyeres
HYR-364,43.13198,6.11695,Borne Hyeres #364,Hyeres
HYR-365,43.09721,6.16563,Borne Hyeres #365,Hyeres
HYR-366,43.12088,6.15515,Borne Hyeres #366,Hyeres
HYR-367,43.14538,6.10815,Borne Hyeres #367,Hyeres
HYR-368,43.12719,6.15348,Borne Hyeres #368,Hyeres
HYR-369,43.12204,6.09912,Borne Hyeres #369,Hyeres
HYR-370,43.11414,6.12333,Borne Hyeres #370,Hyeres
HYR-371,43.13186,6.17577,Borne Hyeres #371,Hyeres
HYR-372,43.11314,6.15937,Borne Hyeres #372,Hyeres
HYR-373,43.11085,6.18452,Borne Hyeres #373,Hyeres
HYR-374,43.13975,6.14501,Borne Hyeres #374,Hyeres
HYR-375,43.12002,6.12145,Borne Hyeres #375,Hyeres
HYR-376,43.11278,6.18702,Borne Hyeres #376,Hyeres
HYR-377,43.11723,6.14146,Borne Hyeres #377,Hyeres
HYR-378,43.14935,6.15577,Borne Hyeres #378,Hyeres
HYR-379,43.12484,6.13132,Borne Hyeres #379,Hyeres
HYR-380,43.10532,6.12618,Borne Hyeres #380,Hyeres
HYR-381,43.1366,6.15254,Borne Hyeres #381,Hyeres
HYR-382,43.1368,6.11036,Borne Hyeres #382,Hyeres
HYR-383,43.12521,6.18277,Borne Hyeres #383,Hyeres
HYR-384,43.1191,6.15983,Borne Hyeres #384,Hyeres
HYR-385,43.10168,6.18731,Borne Hyeres #385,Hyeres
HYR-386,43.12849,6.11393,Borne Hyeres #386,Hyeres
HYR-387,43.10371,6.14508,Borne Hyeres #387,Hyeres
HYR-388,43.12537,6.09932,Borne Hyeres #388,Hyeres
HYR-389,43.14957,6.18129,Borne Hyeres #389,Hyeres
HYR-390,43.12038,6.10175,Borne Hyeres #390,Hyeres
HYR-391,43.14077,6.13984,Borne Hyeres #391,Hyeres
HYR-392,43.13441,6.14089,Borne Hyeres #392,Hyeres
HYR-393,43.11004,6.17347,Borne Hyeres #393,Hyeres
HYR-394,43.14891,6.11437,Borne Hyeres #394,Hyeres
HYR-395,43.12532,6.12836,Borne Hyeres #395,Hyeres
HYR-396,43.1457,6.14082,Borne Hyeres #396,Hyeres
HYR-397,43.14336,6.1764,Borne Hyeres #397,Hyeres
HYR-398,43.11019,6.169,Borne Hyeres #398,Hyeres
HYR-399,43.11782,6.18342,Borne Hyeres #399,Hyeres
HYR-400,43.12293,6.17205,Borne Hyeres #400,Hyeres
QST-MRS-001,43.2965,5.3698,Parc Borely,Marseille
QST-MRS-002,43.2842,5.3811,Plage du Prado,Marseille
QST-MRS-003,43.3,5.382,Stade Velodrome,Marseille
QST-BCN-001,41.3851,2.1734,Parc de la Ciutadella,Barcelona
QST-ROM-001,41.9028,12.4964,Villa Borghese,Roma
QST-MTP-001,43.6108,3.8767,Place de la Comedie,Montpellier
